severity,scope,order,section10,rule,message
WARN,level,461,47,chain_cap,"non-peak chain 168 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,461,47,arrow_cap,non-peak arrow count 1010 may feel visually heavy.
INFO,level,462,47,arrow_cap,non-peak arrow count 829 is high; visual comfort should be checked in Unity.
WARN,level,466,47,chain_cap,"non-peak chain 166 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,466,47,arrow_cap,non-peak arrow count 1015 may feel visually heavy.
INFO,level,466,47,large_jump,chain jumps +62 from L465; verify there is a clear reason.
INFO,level,466,47,post_peak_release,"previous level was peak code 3, but chain only changes 62; verify there is a non-count release."
WARN,level,469,47,arrow_cap,non-peak arrow count 956 may feel visually heavy.
WARN,level,470,47,chain_cap,"non-peak chain 149 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,470,47,arrow_cap,non-peak arrow count 920 may feel visually heavy.
INFO,level,470,47,large_jump,chain jumps +60 from L469; verify there is a clear reason.
INFO,level,471,48,arrow_cap,non-peak arrow count 824 is high; visual comfort should be checked in Unity.
INFO,level,472,48,large_jump,chain jumps +125 from L471; verify there is a clear reason.
WARN,level,474,48,chain_cap,"non-peak chain 178 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,474,48,arrow_cap,non-peak arrow count 1124 may feel visually heavy.
INFO,level,474,48,large_jump,chain jumps +100 from L473; verify there is a clear reason.
WARN,level,475,48,arrow_cap,non-peak arrow count 922 may feel visually heavy.
INFO,level,478,48,arrow_cap,non-peak arrow count 780 is high; visual comfort should be checked in Unity.
INFO,level,480,48,chain_cap,non-peak chain 141 is high; verify canvas comfort and avoid using count as the only pressure.
INFO,level,480,48,arrow_cap,non-peak arrow count 884 is high; visual comfort should be checked in Unity.
WARN,level,480,48,post_peak_release,"previous level was extreme peak code 4, but chain only changes 48; expected visible release."
INFO,level,482,49,arrow_cap,non-peak arrow count 759 is high; visual comfort should be checked in Unity.
INFO,level,485,49,large_jump,chain jumps +127 from L484; verify there is a clear reason.
WARN,level,486,49,chain_cap,"non-peak chain 213 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,486,49,arrow_cap,non-peak arrow count 1262 may feel visually heavy.
INFO,level,486,49,post_peak_release,"previous level was peak code 3, but chain only changes 24; verify there is a non-count release."
INFO,level,487,49,arrow_cap,non-peak arrow count 798 is high; visual comfort should be checked in Unity.
WARN,level,488,49,chain_cap,"non-peak chain 195 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,488,49,arrow_cap,non-peak arrow count 1202 may feel visually heavy.
INFO,level,488,49,large_jump,chain jumps +98 from L487; verify there is a clear reason.
WARN,level,490,49,chain_cap,"non-peak chain 199 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,490,49,arrow_cap,non-peak arrow count 1198 may feel visually heavy.
INFO,level,490,49,large_jump,chain jumps +123 from L489; verify there is a clear reason.
INFO,level,491,50,arrow_cap,non-peak arrow count 888 is high; visual comfort should be checked in Unity.
INFO,level,492,50,arrow_cap,non-peak arrow count 872 is high; visual comfort should be checked in Unity.
INFO,level,493,50,arrow_cap,non-peak arrow count 759 is high; visual comfort should be checked in Unity.
WARN,level,494,50,chain_cap,"non-peak chain 192 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,494,50,arrow_cap,non-peak arrow count 1138 may feel visually heavy.
INFO,level,494,50,large_jump,chain jumps +102 from L493; verify there is a clear reason.
WARN,level,497,50,chain_cap,"non-peak chain 151 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,497,50,arrow_cap,non-peak arrow count 901 may feel visually heavy.
INFO,level,497,50,large_jump,chain jumps +80 from L496; verify there is a clear reason.
WARN,level,499,50,chain_cap,"non-peak chain 159 is very high; late difficulty should come from read/region/dependency, not infinite chains."
WARN,level,499,50,arrow_cap,non-peak arrow count 1167 may feel visually heavy.
INFO,level,499,50,large_jump,chain jumps +90 from L498; verify there is a clear reason.
WARN,section,,10,hard_contrast,hard avg 87.5 is not clearly above normal avg 82.0.
WARN,section,,12,peak_contrast,peak avg 67.5 is not clearly above normal avg 86.0.
WARN,section,,13,peak_contrast,peak avg 89.0 is not clearly above normal avg 76.6.
WARN,section,,15,peak_contrast,peak avg 69.0 is not clearly above normal avg 81.0.
WARN,section,,16,peak_contrast,peak avg 86.5 is not clearly above normal avg 81.3.
WARN,section,,17,peak_contrast,peak avg 73.0 is not clearly above normal avg 81.0.
WARN,section,,18,peak_contrast,peak avg 69.0 is not clearly above normal avg 72.8.
WARN,section,,19,hard_contrast,hard avg 75.0 is not clearly above normal avg 78.8.
WARN,section,,19,peak_contrast,peak avg 22.0 is not clearly above normal avg 78.8.
WARN,section,,22,peak_contrast,peak avg 64.0 is not clearly above normal avg 70.5.
WARN,section,,26,peak_contrast,peak avg 41.0 is not clearly above normal avg 66.8.
WARN,section,,27,peak_contrast,peak avg 24.0 is not clearly above normal avg 69.4.
WARN,section,,28,peak_contrast,peak avg 43.0 is not clearly above normal avg 88.6.
WARN,section,,29,peak_contrast,peak avg 100.5 is not clearly above normal avg 95.5.
WARN,section,,30,peak_contrast,peak avg 16.0 is not clearly above normal avg 75.2.
WARN,section,,31,peak_contrast,peak avg 87.5 is not clearly above normal avg 104.6.
INFO,section,,31,section_avg_jump,section avg jumps +29.7 from previous section.
WARN,section,,36,peak_contrast,peak avg 108.3 is not clearly above normal avg 95.0.
WARN,section,,37,peak_contrast,peak avg 84.5 is not clearly above normal avg 128.2.
WARN,section,,38,hard_contrast,hard avg 79.0 is not clearly above normal avg 119.0.
WARN,section,,38,peak_contrast,peak avg 89.0 is not clearly above normal avg 119.0.
WARN,section,,40,peak_contrast,peak avg 82.5 is not clearly above normal avg 114.2.
WARN,section,,42,peak_contrast,peak avg 114.0 is not clearly above normal avg 106.5.
WARN,section,,43,peak_contrast,peak avg 85.0 is not clearly above normal avg 122.6.
WARN,section,,44,peak_contrast,peak avg 84.0 is not clearly above normal avg 126.6.
WARN,section,,46,hard_contrast,hard avg 81.0 is not clearly above normal avg 116.5.
WARN,section,,46,peak_contrast,peak avg 124.0 is not clearly above normal avg 116.5.
WARN,section,,47,hard_contrast,hard avg 89.0 is not clearly above normal avg 126.2.
WARN,section,,47,peak_contrast,peak avg 104.0 is not clearly above normal avg 126.2.
WARN,section,,48,hard_contrast,hard avg 73.0 is not clearly above normal avg 125.5.
