order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
44,5,4,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_44,normal,2,困难,0,,,0,86,77,95,628,20,32,0.625,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,65,73,81,65-81,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
45,5,5,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_45,normal,1,普通/恢复,0,,,0,74,67,81,592,19,32,0.594,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,55,61,67,55-67,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
46,5,6,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_46_hole,hole,1,普通/恢复,0,,,1,43,38,48,437,20,26,0.769,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,61,67,73,61-73,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front100_lock,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
47,5,7,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_47,normal,4,极难,0,,,0,117,105,129,940,24,40,0.6,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,79,91,103,79-103,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
48,5,8,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_48,shape,2,困难,1,kite,风筝,0,78,70,86,623,34,49,0.694,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,70,76,82,70-82,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
49,5,9,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_49,normal,3,特别困难,0,,,0,89,80,98,669,20,34,0.588,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,76,86,96,76-96,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
50,5,10,A1_OnboardingSafety,early_ramp_with_visual_anchors,Main/Level_Main_50,normal,1,普通/恢复,0,,,0,67,60,74,527,18,30,0.6,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,66,72,78,66-78,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
51,6,1,A2_LoopFormation,loop_formation,Main/Level_Main_51,normal,1,普通/恢复,0,,,0,85,77,93,589,18,34,0.529,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,48,54,60,48-60,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
52,6,2,A2_LoopFormation,loop_formation,Main/Level_Main_52,normal,2,困难,0,,,0,87,78,96,666,22,31,0.71,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,66,74,82,66-82,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
53,6,3,A2_LoopFormation,loop_formation,Main/Level_Main_53,shape,1,普通/恢复,1,camera,相机,0,75,67,83,809,36,29,1.241,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,58,64,70,58-70,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
54,6,4,A2_LoopFormation,loop_formation,Main/Level_Main_54_hole,hole,1,普通/恢复,0,,,1,43,38,48,388,18,26,0.692,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,57,63,69,57-69,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front100_lock,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
55,6,5,A2_LoopFormation,loop_formation,Main/Level_Main_55,normal,1,普通/恢复,0,,,0,94,85,103,684,20,35,0.571,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,59,65,71,59-71,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
56,6,6,A2_LoopFormation,loop_formation,Main/Level_Main_56,normal,3,特别困难,0,,,0,96,86,106,734,22,34,0.647,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,86,96,106,86-106,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
57,6,7,A2_LoopFormation,loop_formation,Main/Level_Main_57,normal,1,普通/恢复,0,,,0,84,76,92,601,18,34,0.529,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,51,57,63,51-63,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
58,6,8,A2_LoopFormation,loop_formation,Main/Level_Main_58,shape,2,困难,1,bicycle,自行车,0,108,97,119,743,42,34,1.235,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,82,90,98,82-98,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
59,6,9,A2_LoopFormation,loop_formation,Main/Level_Main_59,normal,3,特别困难,0,,,0,89,80,98,672,18,38,0.474,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,80,90,100,80-100,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
60,6,10,A2_LoopFormation,loop_formation,Main/Level_Main_60,normal,1,普通/恢复,0,,,0,59,53,65,370,16,24,0.667,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,70,76,82,70-82,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
61,7,1,A2_LoopFormation,loop_formation,Main/Level_Main_61_hole,hole,1,普通/恢复,0,,,1,43,38,48,386,18,26,0.692,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,53,59,65,53-65,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front100_lock,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
62,7,2,A2_LoopFormation,loop_formation,Main/Level_Main_62,normal,1,普通/恢复,0,,,0,63,57,69,394,17,24,0.708,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,57,63,69,57-69,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
63,7,3,A2_LoopFormation,loop_formation,Main/Level_Main_63,shape,1,普通/恢复,1,sailboat,帆船,0,72,65,79,508,38,38,1.0,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,62,68,74,62-74,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
64,7,4,A2_LoopFormation,loop_formation,Main/Level_Main_64,normal,1,普通/恢复,0,,,0,66,59,73,551,20,28,0.714,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,60,66,72,60-72,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
65,7,5,A2_LoopFormation,loop_formation,Main/Level_Main_65,normal,4,极难,0,,,0,104,94,114,803,22,37,0.595,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,90,96,102,90-102,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
66,7,6,A2_LoopFormation,loop_formation,Main/Level_Main_66,normal,2,困难,0,,,0,89,80,98,652,18,37,0.486,ReadCheck,hard slot asks for one clear read,,,Peel/HubLite/Mixed,rail_patch,74,80,86,74-86,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
67,7,7,A2_LoopFormation,loop_formation,Main/Level_Main_67,shape,2,困难,1,pager,寻呼机,0,104,94,114,752,38,30,1.267,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,71,79,87,71-87,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
68,7,8,A2_LoopFormation,loop_formation,Main/Level_Main_68,normal,1,普通/恢复,0,,,0,59,53,65,368,15,25,0.6,BridgeRamp,ordinary upper-ramp slot,,,Peel/Mixed,rail_patch,70,76,82,70-82,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
69,7,9,A2_LoopFormation,loop_formation,Main/Level_Main_69,normal,3,特别困难,0,,,0,100,90,110,760,22,35,0.629,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,84,94,104,84-104,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
70,7,10,A2_LoopFormation,loop_formation,Main/Level_Main_70,normal,2,困难,0,,,0,103,93,113,741,21,36,0.583,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,87,95,103,87-103,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
71,8,1,A2_LoopFormation,loop_formation,Main/Level_Main_71_hole,hole,1,普通/恢复,0,,,1,45,40,50,447,22,24,0.917,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,57,63,69,57-69,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front100_lock,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
72,8,2,A2_LoopFormation,loop_formation,Main/Level_Main_72,normal,3,特别困难,0,,,0,104,94,114,802,21,39,0.538,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,83,93,103,83-103,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
73,8,3,A2_LoopFormation,loop_formation,Main/Level_Main_73,shape,1,普通/恢复,1,windmill,风车,0,82,74,90,737,36,36,1.0,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,66,72,78,66-78,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
74,8,4,A2_LoopFormation,loop_formation,Main/Level_Main_74,normal,1,普通/恢复,0,,,0,87,78,96,642,18,36,0.5,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,64,70,76,64-76,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
75,8,5,A2_LoopFormation,loop_formation,Main/Level_Main_75,normal,1,普通/恢复,0,,,0,103,93,113,746,20,38,0.526,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,67,73,79,67-79,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
76,8,6,A2_LoopFormation,loop_formation,Main/Level_Main_76,normal,3,特别困难,0,,,0,94,85,103,703,21,34,0.618,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,94,104,114,94-114,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
77,8,7,A2_LoopFormation,loop_formation,Main/Level_Main_77,normal,1,普通/恢复,0,,,0,48,43,53,516,18,29,0.621,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,59,65,71,59-71,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
78,8,8,A2_LoopFormation,loop_formation,Main/Level_Main_78,shape,1,普通/恢复,1,pencil,铅笔,0,87,78,96,697,38,49,0.776,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,77,83,89,77-89,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
79,8,9,A2_LoopFormation,loop_formation,Main/Level_Main_79,normal,1,普通/恢复,0,,,0,58,52,64,504,19,27,0.704,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,66,72,78,66-78,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
80,8,10,A2_LoopFormation,loop_formation,Main/Level_Main_80,normal,1,普通/恢复,0,,,0,89,80,98,689,22,32,0.688,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,78,84,90,78-90,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
81,9,1,A2_LoopFormation,loop_formation,Main/Level_Main_81,normal,1,普通/恢复,0,,,0,46,41,51,380,16,24,0.667,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,60,66,72,60-72,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
82,9,2,A2_LoopFormation,loop_formation,Main/Level_Main_82_hole,hole,1,普通/恢复,0,,,1,45,40,50,441,22,24,0.917,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,66,72,78,66-78,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front100_lock,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
83,9,3,A2_LoopFormation,loop_formation,Main/Level_Main_83,shape,2,困难,1,ballmouse,轨迹球鼠标,0,103,93,113,711,40,34,1.176,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,83,91,99,83-99,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
84,9,4,A2_LoopFormation,loop_formation,Main/Level_Main_84,normal,2,困难,0,,,0,88,79,97,665,21,32,0.656,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,81,89,97,81-97,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
85,9,5,A2_LoopFormation,loop_formation,Main/Level_Main_85,normal,2,困难,0,,,0,92,83,101,710,20,36,0.556,LocalRunBreaker,break same-area clearing,,,Peel/Mixed/HubLite,rail_patch,84,92,100,84-100,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
86,9,6,A2_LoopFormation,loop_formation,Main/Level_Main_86,normal,1,普通/恢复,0,,,0,55,49,61,442,16,28,0.571,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,76,82,88,76-88,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
87,9,7,A2_LoopFormation,loop_formation,Main/Level_Main_87,shape,2,困难,1,racingkart,卡丁车,0,107,96,118,742,40,32,1.25,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,79,87,95,79-95,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
88,9,8,A2_LoopFormation,loop_formation,Main/Level_Main_88,normal,3,特别困难,0,,,0,101,91,111,746,20,38,0.526,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,100,110,120,100-120,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
89,9,9,A2_LoopFormation,loop_formation,Main/Level_Main_89,normal,4,极难,0,,,0,100,90,110,700,21,34,0.618,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,102,114,126,102-126,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front100_lock,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
90,9,10,A2_LoopFormation,loop_formation,Main/Level_Main_90,normal,2,困难,0,,,0,98,88,108,738,22,34,0.647,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,95,103,111,95-111,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
