order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
97,10,7,A2_LoopFormation,loop_formation,Main/Level_Main_97,normal,2,困难,0,,,0,102,92,112,785,21,38,0.553,LocalRunBreaker,break same-area clearing,,,Peel/Mixed/HubLite,rail_patch,80,88,96,80-96,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
98,10,8,A2_LoopFormation,loop_formation,Main/Level_Main_98,shape,2,困难,1,phonehandset,电话听筒,0,87,78,96,575,34,42,0.81,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,98,106,114,98-114,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front100_lock,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
99,10,9,A2_LoopFormation,loop_formation,Main/Level_Main_99,normal,2,困难,0,,,0,101,91,111,736,22,34,0.647,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,87,95,103,87-103,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
100,10,10,A2_LoopFormation,loop_formation,Main/Level_Main_100,normal,1,普通/恢复,0,,,0,49,44,54,378,16,24,0.667,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,86,92,98,86-98,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front100_lock,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
101,11,1,A3_StyleExpansion,style_expansion,Main/Level_Main_101_hole,hole,1,普通/恢复,0,,,1,47,42,52,448,22,24,0.917,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,66,72,78,66-78,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
102,11,2,A3_StyleExpansion,style_expansion,Main/Level_Main_102,normal,1,普通/恢复,0,,,0,57,51,63,378,15,26,0.577,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,70,76,82,70-82,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
103,11,3,A3_StyleExpansion,style_expansion,Main/Level_Main_103,shape,2,困难,1,paperplane,纸飞机,0,102,92,112,838,44,38,1.158,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,91,99,107,91-107,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
104,11,4,A3_StyleExpansion,style_expansion,Main/Level_Main_104,normal,2,困难,0,,,0,102,92,112,747,21,36,0.583,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,89,97,105,89-105,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
105,11,5,A3_StyleExpansion,style_expansion,Main/Level_Main_105,normal,2,困难,0,,,0,117,105,129,895,23,40,0.575,LocalRunBreaker,break same-area clearing,,,Peel/Mixed/HubLite,rail_patch,92,100,108,92-108,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
106,11,6,A3_StyleExpansion,style_expansion,Main/Level_Main_106,normal,1,普通/恢复,0,,,0,86,77,95,641,18,36,0.5,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,81,87,93,81-93,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
107,11,7,A3_StyleExpansion,style_expansion,Main/Level_Main_107,normal,3,特别困难,0,,,0,105,95,115,743,21,36,0.583,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,94,104,114,94-114,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
108,11,8,A3_StyleExpansion,style_expansion,Main/Level_Main_108,shape,1,普通/恢复,1,hammer,锤子,0,89,80,98,624,42,36,1.167,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,86,92,98,86-98,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
109,11,9,A3_StyleExpansion,style_expansion,Main/Level_Main_109,normal,3,特别困难,0,,,0,108,97,119,831,23,37,0.622,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,101,111,121,101-121,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
110,11,10,A3_StyleExpansion,style_expansion,Main/Level_Main_110,normal,1,普通/恢复,0,,,0,104,94,114,761,21,37,0.568,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,87,93,99,87-99,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
111,12,1,A3_StyleExpansion,style_expansion,Main/Level_Main_111,normal,1,普通/恢复,0,,,0,89,80,98,693,20,35,0.571,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,67,73,79,67-79,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
112,12,2,A3_StyleExpansion,style_expansion,Main/Level_Main_112,normal,3,特别困难,0,,,0,108,97,119,823,22,38,0.579,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,98,108,118,98-118,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
113,12,3,A3_StyleExpansion,style_expansion,Main/Level_Main_113,shape,2,困难,1,lightningbolt,闪电,0,97,87,107,775,34,49,0.694,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,93,101,109,93-109,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
114,12,4,A3_StyleExpansion,style_expansion,Main/Level_Main_114,normal,1,普通/恢复,0,,,0,94,85,103,659,18,37,0.486,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,75,81,87,75-87,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
115,12,5,A3_StyleExpansion,style_expansion,Main/Level_Main_115,normal,1,普通/恢复,0,,,0,74,67,81,584,18,33,0.545,BridgeRamp,upper normal before read slot,,,Peel/Mixed,rail_patch,78,84,90,78-90,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
116,12,6,A3_StyleExpansion,style_expansion,Main/Level_Main_116,normal,2,困难,0,,,0,89,80,98,673,20,34,0.588,ReadCheck,hard slot asks for one clear read,,,Peel/HubLite/Mixed,rail_patch,99,107,115,99-115,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
117,12,7,A3_StyleExpansion,style_expansion,Main/Level_Main_117_hole,hole,1,普通/恢复,0,,,1,49,44,54,489,22,26,0.846,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,71,77,83,71-83,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
118,12,8,A3_StyleExpansion,style_expansion,Main/Level_Main_118,shape,2,困难,1,carrot,胡萝卜,0,95,85,105,782,34,47,0.723,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,104,112,120,104-120,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
119,12,9,A3_StyleExpansion,style_expansion,Main/Level_Main_119,normal,3,特别困难,0,,,0,102,92,112,748,21,36,0.583,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,103,113,123,103-123,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
120,12,10,A3_StyleExpansion,style_expansion,Main/Level_Main_120,normal,1,普通/恢复,0,,,0,106,95,117,821,22,38,0.579,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,89,95,101,89-101,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
121,13,1,A3_StyleExpansion,style_expansion,Main/Level_Main_121,normal,1,普通/恢复,0,,,0,51,46,56,406,17,24,0.708,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,68,74,80,68-80,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
122,13,2,A3_StyleExpansion,style_expansion,Main/Level_Main_122,normal,1,普通/恢复,0,,,0,89,80,98,630,20,32,0.625,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,73,79,85,73-85,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
123,13,3,A3_StyleExpansion,style_expansion,Main/Level_Main_123,shape,1,普通/恢复,1,car,汽车,0,90,81,99,662,38,30,1.267,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,78,84,90,78-90,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
124,13,4,A3_StyleExpansion,style_expansion,Main/Level_Main_124,normal,1,普通/恢复,0,,,0,96,86,106,741,21,36,0.583,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,76,82,88,76-88,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
125,13,5,A3_StyleExpansion,style_expansion,Main/Level_Main_125,normal,3,特别困难,0,,,0,93,84,102,702,21,34,0.618,StylePeak,early section peak with readable theme,,,Peel/LongChainLite/Mixed,rail_patch,105,115,125,105-125,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
126,13,6,A3_StyleExpansion,style_expansion,Main/Level_Main_126_hole,hole,1,普通/恢复,0,,,1,50,45,55,439,20,26,0.769,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,85,91,97,85-97,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
127,13,7,A3_StyleExpansion,style_expansion,Main/Level_Main_127,shape,2,困难,1,mushroom,,0,96,86,106,707,34,34,1.0,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,90,98,106,90-106,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
128,13,8,A3_StyleExpansion,style_expansion,Main/Level_Main_128,normal,1,普通/恢复,0,,,0,80,72,88,640,19,34,0.559,BridgeRamp,ordinary upper-ramp slot,,,Peel/Mixed,rail_patch,86,92,98,86-98,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
129,13,9,A3_StyleExpansion,style_expansion,Main/Level_Main_129,normal,3,特别困难,0,,,0,102,92,112,762,22,35,0.629,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,104,114,124,104-124,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
130,13,10,A3_StyleExpansion,style_expansion,Main/Level_Main_130,normal,1,普通/恢复,0,,,0,96,86,106,673,22,31,0.71,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,90,96,102,90-102,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
131,14,1,A3_StyleExpansion,style_expansion,Main/Level_Main_131,normal,1,普通/恢复,0,,,0,81,73,89,548,18,31,0.581,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,70,76,82,70-82,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
132,14,2,A3_StyleExpansion,style_expansion,Main/Level_Main_132,normal,2,困难,0,,,0,86,77,95,600,19,32,0.594,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,91,99,107,91-107,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
133,14,3,A3_StyleExpansion,style_expansion,Main/Level_Main_133,shape,2,困难,1,musicnote,音符,0,94,85,103,700,34,47,0.723,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,96,104,112,96-112,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
134,14,4,A3_StyleExpansion,style_expansion,Main/Level_Main_134,normal,1,普通/恢复,0,,,0,56,50,62,399,14,29,0.483,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,78,84,90,78-90,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
135,14,5,A3_StyleExpansion,style_expansion,Main/Level_Main_135_hole,hole,1,普通/恢复,0,,,1,52,47,57,510,20,30,0.667,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,82,88,94,82-94,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
136,14,6,A3_StyleExpansion,style_expansion,Main/Level_Main_136,normal,4,极难,0,,,0,113,102,124,817,23,36,0.639,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,125,137,149,125-149,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P1_front300_quality,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
137,14,7,A3_StyleExpansion,style_expansion,Main/Level_Main_137,normal,1,普通/恢复,0,,,0,80,72,88,639,21,31,0.677,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,73,79,85,73-85,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
138,14,8,A3_StyleExpansion,style_expansion,Main/Level_Main_138,shape,2,困难,1,bowlingpin,保龄球瓶,0,99,89,109,729,28,44,0.636,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,107,115,123,107-123,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
139,14,9,A3_StyleExpansion,style_expansion,Main/Level_Main_139,normal,1,普通/恢复,0,,,0,101,91,111,761,20,39,0.513,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,80,86,92,80-92,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
140,14,10,A3_StyleExpansion,style_expansion,Main/Level_Main_140,normal,2,困难,0,,,0,102,92,112,769,23,34,0.676,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,108,116,124,108-124,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
141,15,1,A3_StyleExpansion,style_expansion,Main/Level_Main_141,normal,1,普通/恢复,0,,,0,114,103,125,880,23,39,0.59,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,71,77,83,71-83,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P1_front300_quality,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
142,15,2,A3_StyleExpansion,style_expansion,Main/Level_Main_142_hole,hole,1,普通/恢复,0,,,1,50,45,55,536,26,24,1.083,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,77,83,89,77-89,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P1_front300_quality,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
143,15,3,A3_StyleExpansion,style_expansion,Main/Level_Main_143,shape,1,普通/恢复,1,watermelonslice,西瓜片,0,87,78,96,755,42,34,1.235,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,81,87,93,81-93,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P1_front300_quality,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
